,Filename,ContaminationFraction,KernelScale,Lambda,NumExpansionDimensions,StandardizeData,BetaTolerance,GradientTolerance,IterationLimit,Parameter_Iteration,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9
1645,thoracic_surgery,0,1,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646,thoracic_surgery,0.05,1,auto,auto,0,0.0001,0.0001,1000,8,0.1505376344086021,0.064516129032258,0.043010752688172,0.021505376344086,0.064516129032258,0.1075268817204301,0.086021505376344,0.043010752688172,0.043010752688172,0.086021505376344
1647,thoracic_surgery,0.1,1,auto,auto,0,0.0001,0.0001,1000,8,0.1709401709401709,0.0854700854700854,0.1367521367521367,0.1709401709401709,0.0512820512820512,0.188034188034188,0.0512820512820512,0.0854700854700854,0.1025641025641025,0.1538461538461538
1648,thoracic_surgery,0.15,1,auto,auto,0,0.0001,0.0001,1000,8,0.1,0.1285714285714285,0.1714285714285714,0.1571428571428571,0.1428571428571428,0.0857142857142857,0.0571428571428571,0.1714285714285714,0.1142857142857142,0.1571428571428571
1649,thoracic_surgery,0.2,1,auto,auto,0,0.0001,0.0001,1000,8,0.1951219512195121,0.1707317073170731,0.1707317073170731,0.1463414634146341,0.2073170731707317,0.1829268292682926,0.1951219512195121,0.1219512195121951,0.2073170731707317,0.1829268292682926
1650,thoracic_surgery,0.25,1,auto,auto,0,0.0001,0.0001,1000,8,0.1390374331550802,0.2032085561497326,0.1818181818181818,0.1497326203208556,0.1497326203208556,0.1818181818181818,0.213903743315508,0.2245989304812834,0.2032085561497326,0.2566844919786096
1651,thoracic_surgery,LOF,1,auto,auto,0,0.0001,0.0001,1000,8,0.0697674418604651,0.1162790697674418,0.0697674418604651,0.0232558139534883,0.0,0.1162790697674418,0.0465116279069767,0.0,0.0697674418604651,0.0465116279069767
1652,thoracic_surgery,IF,1,auto,auto,0,0.0001,0.0001,1000,8,0.2176870748299319,0.1360544217687074,0.1496598639455782,0.1496598639455782,0.1904761904761905,0.2176870748299319,0.1088435374149659,0.1224489795918367,0.1632653061224489,0.1496598639455782
1653,thoracic_surgery,0,auto,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1654,thoracic_surgery,0,0.01,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1655,thoracic_surgery,0,0.05,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1656,thoracic_surgery,0,0.1,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1657,thoracic_surgery,0,0.2,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
