,Filename,ContaminationFraction,KernelScale,Lambda,NumExpansionDimensions,StandardizeData,BetaTolerance,GradientTolerance,IterationLimit,Parameter_Iteration,F1_Median,F1_Range,ARI_Median
594,analcatdata_lawsuit,0,1,auto,auto,0,0.0001,0.0001,2000,8,0.0,0.0,1.0
595,analcatdata_neavote,0,1,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
596,analcatdata_neavote,0.05,1,auto,auto,0,0.0001,0.0001,1000,8,0.01666666666666666,0.0,0.028869156130549876
597,analcatdata_neavote,0.1,1,auto,auto,0,0.0001,0.0001,1000,8,0.15294117647058822,0.3333333333333333,0.01974759945130317
598,analcatdata_neavote,0.15,1,auto,auto,0,0.0001,0.0001,1000,8,0.12727272727272726,0.3333333333333333,0.011376283846872084
599,analcatdata_neavote,0.2,1,auto,auto,0,0.0001,0.0001,1000,8,0.12592592592592586,0.4666666666666671,0.027238805970149254
600,analcatdata_neavote,0.25,1,auto,auto,0,0.0001,0.0001,1000,8,0.1125,0.3333333333333333,0.016269701897018953
601,analcatdata_neavote,LOF,1,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
602,analcatdata_neavote,IF,1,auto,auto,0,0.0001,0.0001,1000,8,0.11914893617021276,0.30434782608695654,-0.0015751633986927915
603,analcatdata_neavote,0,auto,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
604,analcatdata_neavote,0,0.01,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
605,analcatdata_neavote,0,0.05,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
606,analcatdata_neavote,0,0.1,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
607,analcatdata_neavote,0,0.2,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
608,analcatdata_neavote,0,0.5,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
609,analcatdata_neavote,0,2,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
610,analcatdata_neavote,0,5,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
611,analcatdata_neavote,0,1,0.01,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
612,analcatdata_neavote,0,1,0.05,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
613,analcatdata_neavote,0,1,0.1,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
614,analcatdata_neavote,0,1,0.2,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
615,analcatdata_neavote,0,1,0.5,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
616,analcatdata_neavote,0,1,1,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
617,analcatdata_neavote,0,1,2,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
618,analcatdata_neavote,0,1,5,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
619,analcatdata_neavote,0,1,auto,auto,1,0.0001,0.0001,1000,8,0.0,0.0,1.0
620,analcatdata_neavote,0,1,auto,auto,0,0.01,0.0001,1000,8,0.0,0.0,1.0
621,analcatdata_neavote,0,1,auto,auto,0,0.001,0.0001,1000,8,0.0,0.0,1.0
622,analcatdata_neavote,0,1,auto,auto,0,1e-05,0.0001,1000,8,0.0,0.0,1.0
623,analcatdata_neavote,0,1,auto,auto,0,0.0001,0.001,1000,8,0.0,0.0,1.0
624,analcatdata_neavote,0,1,auto,auto,0,0.0001,1e-05,1000,8,0.0,0.0,1.0
625,analcatdata_neavote,0,1,auto,auto,0,0.0001,1e-06,1000,8,0.0,0.0,1.0
626,analcatdata_neavote,0,1,auto,auto,0,0.0001,0.0001,100,8,0.0,0.0,1.0
627,analcatdata_neavote,0,1,auto,auto,0,0.0001,0.0001,200,8,0.0,0.0,1.0
628,analcatdata_neavote,0,1,auto,auto,0,0.0001,0.0001,500,8,0.0,0.0,1.0
629,analcatdata_neavote,0,1,auto,auto,0,0.0001,0.0001,2000,8,0.0,0.0,1.0
630,annthyroid,0,1,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
631,annthyroid,0.05,1,auto,auto,0,0.0001,0.0001,1000,8,0.11275167785234896,0.01719901719901734,0.9089537272106548
632,annthyroid,0.1,1,auto,auto,0,0.0001,0.0001,1000,8,0.12727272727272726,0.029548989113530297,0.9089613403499592
633,annthyroid,0.15,1,auto,auto,0,0.0001,0.0001,1000,8,0.12949194547707554,0.020359281437125575,0.9160838789008992
634,annthyroid,0.2,1,auto,auto,0,0.0001,0.0001,1000,8,0.13292806484295844,0.021967526265520593,0.9082036568861295
635,annthyroid,0.25,1,auto,auto,0,0.0001,0.0001,1000,8,0.13504712939160238,0.02310756972111553,0.9297532381112383
636,annthyroid,LOF,1,auto,auto,0,0.0001,0.0001,1000,8,0.10647130647130643,0.05352112676056335,0.910023658775931
637,annthyroid,IF,1,auto,auto,0,0.0001,0.0001,1000,8,0.1233937397034596,0.020134228187919295,0.9151565277013265
638,annthyroid,0,auto,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
639,annthyroid,0,0.01,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
640,annthyroid,0,0.05,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
641,annthyroid,0,0.1,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
642,annthyroid,0,0.2,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
643,annthyroid,0,0.5,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
644,annthyroid,0,2,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
645,annthyroid,0,5,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
646,annthyroid,0,1,0.01,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
647,annthyroid,0,1,0.05,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
648,annthyroid,0,1,0.1,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
649,annthyroid,0,1,0.2,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
650,annthyroid,0,1,0.5,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
651,annthyroid,0,1,1,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
652,annthyroid,0,1,2,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
653,annthyroid,0,1,5,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
654,annthyroid,0,1,auto,auto,1,0.0001,0.0001,1000,8,0.0,0.0,1.0
655,annthyroid,0,1,auto,auto,0,0.01,0.0001,1000,8,0.0,0.0,1.0
656,annthyroid,0,1,auto,auto,0,0.001,0.0001,1000,8,0.0,0.0,1.0
657,annthyroid,0,1,auto,auto,0,1e-05,0.0001,1000,8,0.0,0.0,1.0
658,annthyroid,0,1,auto,auto,0,0.0001,0.001,1000,8,0.0,0.0,1.0
659,annthyroid,0,1,auto,auto,0,0.0001,1e-05,1000,8,0.0,0.0,1.0
660,annthyroid,0,1,auto,auto,0,0.0001,1e-06,1000,8,0.0,0.0,1.0
661,annthyroid,0,1,auto,auto,0,0.0001,0.0001,100,8,0.0,0.0,1.0
662,annthyroid,0,1,auto,auto,0,0.0001,0.0001,200,8,0.0,0.0,1.0
663,annthyroid,0,1,auto,auto,0,0.0001,0.0001,500,8,0.0,0.0,1.0
664,annthyroid,0,1,auto,auto,0,0.0001,0.0001,2000,8,0.0,0.0,1.0
665,appendicitis,0,1,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
666,appendicitis,0.05,1,auto,auto,0,0.0001,0.0001,1000,8,0.0769230769230769,0.0,0.8540372298099373
667,appendicitis,0.1,1,auto,auto,0,0.0001,0.0001,1000,8,0.16874999999999996,0.30434782608695643,0.7211124754767044
668,appendicitis,0.15,1,auto,auto,0,0.0001,0.0001,1000,8,0.27567567567567564,0.35000000000000014,0.6655586980920315
669,appendicitis,0.2,1,auto,auto,0,0.0001,0.0001,1000,8,0.35238095238095235,0.0666666666666666,0.7813798111837326
670,appendicitis,0.25,1,auto,auto,0,0.0001,0.0001,1000,8,0.3829787234042553,0.0,0.8261897141595853
671,appendicitis,LOF,1,auto,auto,0,0.0001,0.0001,1000,8,0.15624999999999994,0.1999999999999997,0.738392400954115
672,appendicitis,IF,1,auto,auto,0,0.0001,0.0001,1000,8,0.38181818181818183,0.0588235294117648,0.7633443105501636
673,appendicitis,0,auto,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
674,appendicitis,0,0.01,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
675,appendicitis,0,0.05,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
676,appendicitis,0,0.1,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
677,appendicitis,0,0.2,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
678,appendicitis,0,0.5,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
679,appendicitis,0,2,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
680,appendicitis,0,5,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
681,appendicitis,0,1,0.01,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
682,appendicitis,0,1,0.05,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
683,appendicitis,0,1,0.1,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
684,appendicitis,0,1,0.2,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
685,appendicitis,0,1,0.5,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
686,appendicitis,0,1,1,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
687,appendicitis,0,1,2,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
688,appendicitis,0,1,5,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
689,appendicitis,0,1,auto,auto,1,0.0001,0.0001,1000,8,0.0,0.0,1.0
690,appendicitis,0,1,auto,auto,0,0.01,0.0001,1000,8,0.0,0.0,1.0
691,appendicitis,0,1,auto,auto,0,0.001,0.0001,1000,8,0.0,0.0,1.0
692,appendicitis,0,1,auto,auto,0,1e-05,0.0001,1000,8,0.0,0.0,1.0
693,appendicitis,0,1,auto,auto,0,0.0001,0.001,1000,8,0.0,0.0,1.0
694,appendicitis,0,1,auto,auto,0,0.0001,1e-05,1000,8,0.0,0.0,1.0
695,appendicitis,0,1,auto,auto,0,0.0001,1e-06,1000,8,0.0,0.0,1.0
696,appendicitis,0,1,auto,auto,0,0.0001,0.0001,100,8,0.0,0.0,1.0
697,appendicitis,0,1,auto,auto,0,0.0001,0.0001,200,8,0.0,0.0,1.0
698,appendicitis,0,1,auto,auto,0,0.0001,0.0001,500,8,0.0,0.0,1.0
699,appendicitis,0,1,auto,auto,0,0.0001,0.0001,2000,8,0.0,0.0,1.0
700,ar1,0,1,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
701,ar1,0.05,1,auto,auto,0,0.0001,0.0001,1000,8,0.09333333333333331,1.0,0.019857204832388488
702,ar1,0.1,1,auto,auto,0,0.0001,0.0001,1000,8,0.14285714285714285,0.33333333333333354,0.07061315532756784
703,ar1,0.15,1,auto,auto,0,0.0001,0.0001,1000,8,0.17037037037037034,0.5789473684210529,0.059724149509321645
704,ar1,0.2,1,auto,auto,0,0.0001,0.0001,1000,8,0.12727272727272726,0.19999999999999998,0.06701843815872958
705,ar1,0.25,1,auto,auto,0,0.0001,0.0001,1000,8,0.11794871794871786,0.41176470588235325,0.06648467549129795
706,ar1,LOF,1,auto,auto,0,0.0001,0.0001,1000,8,0.1333333333333333,0.19999999999999987,0.06468033483873022
707,ar1,IF,1,auto,auto,0,0.0001,0.0001,1000,8,0.1185185185185185,0.3333333333333337,0.040520720714248934
708,ar1,0,auto,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
709,ar1,0,0.01,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
710,ar1,0,0.05,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
711,ar1,0,0.1,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
712,ar1,0,0.2,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
713,ar1,0,0.5,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
714,ar1,0,2,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
715,ar1,0,5,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
716,ar1,0,1,0.01,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
717,ar1,0,1,0.05,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
718,ar1,0,1,0.1,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
719,ar1,0,1,0.2,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
720,ar1,0,1,0.5,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
721,ar1,0,1,1,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
722,ar1,0,1,2,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
723,ar1,0,1,5,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
724,ar1,0,1,auto,auto,1,0.0001,0.0001,1000,8,0.0,0.0,1.0
725,ar1,0,1,auto,auto,0,0.01,0.0001,1000,8,0.0,0.0,1.0
726,ar1,0,1,auto,auto,0,0.001,0.0001,1000,8,0.0,0.0,1.0
727,ar1,0,1,auto,auto,0,1e-05,0.0001,1000,8,0.0,0.0,1.0
728,ar1,0,1,auto,auto,0,0.0001,0.001,1000,8,0.0,0.0,1.0
729,ar1,0,1,auto,auto,0,0.0001,1e-05,1000,8,0.0,0.0,1.0
730,ar1,0,1,auto,auto,0,0.0001,1e-06,1000,8,0.0,0.0,1.0
731,ar1,0,1,auto,auto,0,0.0001,0.0001,100,8,0.0,0.0,1.0
732,ar1,0,1,auto,auto,0,0.0001,0.0001,200,8,0.0,0.0,1.0
733,ar1,0,1,auto,auto,0,0.0001,0.0001,500,8,0.0,0.0,1.0
734,ar1,0,1,auto,auto,0,0.0001,0.0001,2000,8,0.0,0.0,1.0
735,ar3,0,1,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
736,ar3,0.05,1,auto,auto,0,0.0001,0.0001,1000,8,0.07272727272727272,1.0,0.011213260637964524
737,ar3,0.1,1,auto,auto,0,0.0001,0.0001,1000,8,0.11428571428571424,1.0,0.0037792080034557583
738,ar3,0.15,1,auto,auto,0,0.0001,0.0001,1000,8,0.1411764705882353,0.2727272727272727,0.012338666015860632
739,ar3,0.2,1,auto,auto,0,0.0001,0.0001,1000,8,0.12380952380952377,0.272727272727273,-0.006918944447724177
740,ar3,0.25,1,auto,auto,0,0.0001,0.0001,1000,8,0.15833333333333327,0.0,-0.006441440643435434
741,ar3,LOF,1,auto,auto,0,0.0001,0.0001,1000,8,0.20625,0.28,-0.002076452445183983
742,ar3,IF,1,auto,auto,0,0.0001,0.0001,1000,8,0.17777777777777776,0.3333333333333333,-0.010033015553109988
743,ar3,0,auto,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
744,ar3,0,0.01,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
745,ar3,0,0.05,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
746,ar3,0,0.1,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
747,ar3,0,0.2,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
748,ar3,0,0.5,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
749,ar3,0,2,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
750,ar3,0,5,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
751,ar3,0,1,0.01,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
752,ar3,0,1,0.05,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
753,ar3,0,1,0.1,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
754,ar3,0,1,0.2,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
755,ar3,0,1,0.5,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
756,ar3,0,1,1,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
757,ar3,0,1,2,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
758,ar3,0,1,5,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
759,ar3,0,1,auto,auto,1,0.0001,0.0001,1000,8,0.0,0.0,1.0
760,ar3,0,1,auto,auto,0,0.01,0.0001,1000,8,0.0,0.0,1.0
761,ar3,0,1,auto,auto,0,0.001,0.0001,1000,8,0.0,0.0,1.0
762,ar3,0,1,auto,auto,0,1e-05,0.0001,1000,8,0.0,0.0,1.0
763,ar3,0,1,auto,auto,0,0.0001,0.001,1000,8,0.0,0.0,1.0
764,ar3,0,1,auto,auto,0,0.0001,1e-05,1000,8,0.0,0.0,1.0
765,ar3,0,1,auto,auto,0,0.0001,1e-06,1000,8,0.0,0.0,1.0
766,ar3,0,1,auto,auto,0,0.0001,0.0001,100,8,0.0,0.0,1.0
767,ar3,0,1,auto,auto,0,0.0001,0.0001,200,8,0.0,0.0,1.0
768,ar3,0,1,auto,auto,0,0.0001,0.0001,500,8,0.0,0.0,1.0
769,ar3,0,1,auto,auto,0,0.0001,0.0001,2000,8,0.0,0.0,1.0
770,ar4,0,1,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
771,ar4,0.05,1,auto,auto,0,0.0001,0.0001,1000,8,0.048,1.0,-0.0023423117659300313
772,ar4,0.1,1,auto,auto,0,0.0001,0.0001,1000,8,0.15483870967741925,0.1999999999999999,-0.017551143431425106
773,ar4,0.15,1,auto,auto,0,0.0001,0.0001,1000,8,0.1944444444444444,0.14285714285714302,-0.006323084454757067
774,ar4,0.2,1,auto,auto,0,0.0001,0.0001,1000,8,0.23414634146341462,0.17948717948717943,0.000335170755460219
775,ar4,0.25,1,auto,auto,0,0.0001,0.0001,1000,8,0.2127659574468085,0.17073170731707318,-0.0037562252907674966
776,ar4,LOF,1,auto,auto,0,0.0001,0.0001,1000,8,0.18421052631578944,0.3571428571428574,0.01390626753013225
777,ar4,IF,1,auto,auto,0,0.0001,0.0001,1000,8,0.08387096774193543,0.27272727272727304,0.0014552121066205765
778,ar4,0,auto,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
779,ar4,0,0.01,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
780,ar4,0,0.05,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
781,ar4,0,0.1,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
782,ar4,0,0.2,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
783,ar4,0,0.5,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
784,ar4,0,2,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
785,ar4,0,5,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
786,ar4,0,1,0.01,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
787,ar4,0,1,0.05,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
788,ar4,0,1,0.1,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
789,ar4,0,1,0.2,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
790,ar4,0,1,0.5,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
791,ar4,0,1,1,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
792,ar4,0,1,2,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
793,ar4,0,1,5,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
794,ar4,0,1,auto,auto,1,0.0001,0.0001,1000,8,0.0,0.0,1.0
795,ar4,0,1,auto,auto,0,0.01,0.0001,1000,8,0.0,0.0,1.0
796,ar4,0,1,auto,auto,0,0.001,0.0001,1000,8,0.0,0.0,1.0
797,ar4,0,1,auto,auto,0,1e-05,0.0001,1000,8,0.0,0.0,1.0
798,ar4,0,1,auto,auto,0,0.0001,0.001,1000,8,0.0,0.0,1.0
799,ar4,0,1,auto,auto,0,0.0001,1e-05,1000,8,0.0,0.0,1.0
800,ar4,0,1,auto,auto,0,0.0001,1e-06,1000,8,0.0,0.0,1.0
801,ar4,0,1,auto,auto,0,0.0001,0.0001,100,8,0.0,0.0,1.0
802,ar4,0,1,auto,auto,0,0.0001,0.0001,200,8,0.0,0.0,1.0
803,ar4,0,1,auto,auto,0,0.0001,0.0001,500,8,0.0,0.0,1.0
804,ar4,0,1,auto,auto,0,0.0001,0.0001,2000,8,0.0,0.0,1.0
805,ar6,0,1,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
806,ar6,0.05,1,auto,auto,0,0.0001,0.0001,1000,8,0.10000000000000002,1.0,-0.004812484804279117
807,ar6,0.1,1,auto,auto,0,0.0001,0.0001,1000,8,0.136,0.23076923076923075,0.010452242336300323
808,ar6,0.15,1,auto,auto,0,0.0001,0.0001,1000,8,0.16666666666666663,0.20000000000000012,0.0077134531859915515
809,ar6,0.2,1,auto,auto,0,0.0001,0.0001,1000,8,0.20571428571428568,0.14285714285714296,0.039407991297636044
810,ar6,0.25,1,auto,auto,0,0.0001,0.0001,1000,8,0.225,0.11111111111111108,0.026076116216467084
811,ar6,LOF,1,auto,auto,0,0.0001,0.0001,1000,8,0.2528301886792452,0.23076923076923095,0.01838312593174145
812,ar6,IF,1,auto,auto,0,0.0001,0.0001,1000,8,0.23448275862068962,0.14285714285714282,0.03648621599992991
813,ar6,0,auto,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
814,ar6,0,0.01,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
815,ar6,0,0.05,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
816,ar6,0,0.1,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
817,ar6,0,0.2,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
818,ar6,0,0.5,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
819,ar6,0,2,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
820,ar6,0,5,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
821,ar6,0,1,0.01,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
822,ar6,0,1,0.05,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
823,ar6,0,1,0.1,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
824,ar6,0,1,0.2,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
825,ar6,0,1,0.5,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
826,ar6,0,1,1,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
827,ar6,0,1,2,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
828,ar6,0,1,5,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
829,ar6,0,1,auto,auto,1,0.0001,0.0001,1000,8,0.0,0.0,1.0
830,ar6,0,1,auto,auto,0,0.01,0.0001,1000,8,0.0,0.0,1.0
831,ar6,0,1,auto,auto,0,0.001,0.0001,1000,8,0.0,0.0,1.0
832,ar6,0,1,auto,auto,0,1e-05,0.0001,1000,8,0.0,0.0,1.0
833,ar6,0,1,auto,auto,0,0.0001,0.001,1000,8,0.0,0.0,1.0
834,ar6,0,1,auto,auto,0,0.0001,1e-05,1000,8,0.0,0.0,1.0
835,ar6,0,1,auto,auto,0,0.0001,1e-06,1000,8,0.0,0.0,1.0
836,ar6,0,1,auto,auto,0,0.0001,0.0001,100,8,0.0,0.0,1.0
837,ar6,0,1,auto,auto,0,0.0001,0.0001,200,8,0.0,0.0,1.0
838,ar6,0,1,auto,auto,0,0.0001,0.0001,500,8,0.0,0.0,1.0
839,ar6,0,1,auto,auto,0,0.0001,0.0001,2000,8,0.0,0.0,1.0
840,arsenic-female-bladder,0,1,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
841,arsenic-female-bladder,0.05,1,auto,auto,0,0.0001,0.0001,1000,8,0.07777777777777771,0.22580645161290328,-0.00605261273538488
842,arsenic-female-bladder,0.1,1,auto,auto,0,0.0001,0.0001,1000,8,0.1117647058823529,0.17241379310344862,0.005463879962455169
843,arsenic-female-bladder,0.15,1,auto,auto,0,0.0001,0.0001,1000,8,0.15609756097560973,0.188118811881188,-0.005156968294630476
844,arsenic-female-bladder,0.2,1,auto,auto,0,0.0001,0.0001,1000,8,0.1552083333333333,0.278688524590164,0.007385786473963386
845,arsenic-female-bladder,0.25,1,auto,auto,0,0.0001,0.0001,1000,8,0.18545454545454546,0.10828025477707014,0.0005221489543873441
846,arsenic-female-bladder,LOF,1,auto,auto,0,0.0001,0.0001,1000,8,0.08793103448275856,0.14999999999999983,-0.0019521892677322047
847,arsenic-female-bladder,IF,1,auto,auto,0,0.0001,0.0001,1000,8,0.17757847533632282,0.1,-0.0008613777332097401
848,arsenic-female-bladder,0,auto,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
849,arsenic-female-bladder,0,0.01,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
850,arsenic-female-bladder,0,0.05,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
851,arsenic-female-bladder,0,0.1,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
852,arsenic-female-bladder,0,0.2,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
853,arsenic-female-bladder,0,0.5,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
854,arsenic-female-bladder,0,2,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
855,arsenic-female-bladder,0,5,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
856,arsenic-female-bladder,0,1,0.01,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
857,arsenic-female-bladder,0,1,0.05,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
858,arsenic-female-bladder,0,1,0.1,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
859,arsenic-female-bladder,0,1,0.2,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
860,arsenic-female-bladder,0,1,0.5,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
861,arsenic-female-bladder,0,1,1,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
862,arsenic-female-bladder,0,1,2,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
863,arsenic-female-bladder,0,1,5,auto,0,0.0001,0.0001,1000,8,0.0,0.0,1.0
864,arsenic-female-bladder,0,1,auto,auto,1,0.0001,0.0001,1000,8,0.0,0.0,1.0
865,arsenic-female-bladder,0,1,auto,auto,0,0.01,0.0001,1000,8,0.0,0.0,1.0
866,arsenic-female-bladder,0,1,auto,auto,0,0.001,0.0001,1000,8,0.0,0.0,1.0
867,arsenic-female-bladder,0,1,auto,auto,0,1e-05,0.0001,1000,8,0.0,0.0,1.0
868,arsenic-female-bladder,0,1,auto,auto,0,0.0001,0.001,1000,8,0.0,0.0,1.0
