Filename,Determinism_Default,Performance_Default,Determinism_CS2,Performance_CS2,Performance_Improve,Determinism_Improve
CastMetal1,0.9271307206034534,0.2456576576576576,0.980888811309234,0.2399999999999999,-0.005657657657657689,0.05375809070578064
CostaMadre1,0.8796072841817387,0.2591747146619841,0.9308604147197918,0.2782608695652174,0.019086154903233288,0.05125313053805303
KnuggetChase3,0.9131087734925776,0.2872727272727272,0.9601725622232078,0.335593220338983,0.0483204930662558,0.04706378873063022
KungChi3,0.8999369406677782,0.3285714285714285,0.934882089567494,0.425,0.09642857142857147,0.03494514889971578
MeanWhile1,0.8522665261978387,0.2423076923076922,0.935936901616866,0.2653846153846153,0.023076923076923078,0.08367037541902733
MegaWatt1,0.8695522636524847,0.2499999999999999,0.938194910719379,0.2621942697414395,0.012194269741439612,0.06864264706689427
PieChart1,0.907770465219264,0.2870229007633588,0.9729737631333296,0.2857142857142857,-0.001308615049073092,0.06520329791406565
PieChart2,0.893061548941382,0.1201248439450686,0.9551616354186208,0.0945945945945945,-0.0255302493504741,0.06210008647723875
PieChart3,0.9139460953709316,0.2095236788861835,0.9519910506228568,0.1842189388327939,-0.02530474005338962,0.038044955251925194
PizzaCutter1,0.8995329375420563,0.2900767782123714,0.9430241311991122,0.2869565217391304,-0.00312025647324099,0.04349119365705589
PizzaCutter3,0.9021275987979346,0.2062412949369471,0.9587877782736376,0.1822429906542055,-0.023998304282741606,0.05666017947570301
analcatdata_apnea1,0.8457070736912097,0.1575631706472827,0.6361110907043317,0.1063291139240505,-0.051234056723232196,-0.20959598298687798
analcatdata_apnea2,0.8320837338855068,0.1568877968877968,0.6852002442573801,0.1025594700391448,-0.054328326848652006,-0.1468834896281267
analcatdata_apnea3,0.8673164775497512,0.1463030303030302,0.6766454073510632,0.0442493415276558,-0.10205368877537441,-0.190671070198688
analcatdata_challenger,0.6582215652293094,0.1980952380952381,1.0,0.1403508771929824,-0.05774436090225571,0.3417784347706906
analcatdata_chlamydia,0.7649108367626885,0.0137931034482758,0.0347923681257014,0.0,-0.0137931034482758,-0.730118468636987
analcatdata_lawsuit,0.7838955753328608,0.3029292929292929,0.9365311856827128,0.2524271844660194,-0.050502108463273465,0.15263561034985196
analcatdata_neavote,0.715595698557894,0.0470588235294117,0.926307189542484,0.0936170212765957,0.046558197747184,0.21071149098459008
annthyroid,0.8772759297981422,0.3443319547550524,0.9470694957650906,0.3306973737285937,-0.013634581026458703,0.06979356596694841
appendicitis,0.899671705409945,0.1749999999999999,0.9834149651598496,0.3136363636363636,0.1386363636363637,0.0837432597499046
ar1,0.8512293043635526,0.2857142857142857,0.866123288106773,0.2962962962962963,0.010582010582010581,0.014893983743220374
ar3,1.0,0.5714285714285714,0.8995480905860694,0.6477124183006534,0.076283846872082,-0.10045190941393056
ar4,0.8547242103228019,0.496774193548387,0.9186476264997392,0.5096774193548386,0.01290322580645159,0.06392341617693731
ar6,0.949867282475978,0.4,0.9595340079736452,0.3448275862068964,-0.055172413793103614,0.009666725497667228
arsenic-female-bladder,0.8621421354955205,0.2560675381263616,0.8698189472434087,0.2602068436149153,0.0041393054885536795,0.007676811747888146
arsenic-female-lung,0.8493471183247002,0.4021621621621621,0.8610726324198414,0.1924999999999999,-0.2096621621621622,0.01172551409514122
arsenic-male-bladder,0.8467476675599486,0.35,0.874701879530755,0.1735550628233554,-0.17644493717664458,0.027954211970806386
arsenic-male-lung,0.8376746513772226,0.3779198635976129,0.8617286694076083,0.1616925465838508,-0.21622731701376213,0.02405401803038565
backache,0.8483089644812986,0.2790697674418604,0.9293689370573822,0.3084745762711864,0.029404808829326,0.08105997257608366
breastw,0.815334467342685,0.4288028783717613,0.9642534991454306,0.9187122736418512,0.48990939527008986,0.14891903180274557
cardio,0.7917852920090283,0.4721152406434944,0.9008578217096824,0.4850739594083247,0.01295871876483029,0.10907252970065417
climate-model-simulation-crashes,0.4531772668651829,0.1307701504844361,0.7250574921389037,0.1902974983096686,0.0595273478252325,0.2718802252737208
datatrieve,0.8731380205739178,0.2749999999999999,1.0,0.2999999999999999,0.024999999999999967,0.12686197942608224
fertility,0.7519341563786008,0.0272727272727272,0.8871904274950926,0.2413793103448275,0.21410658307210031,0.13525627111649174
flare,0.8749347624521241,0.2204967428382407,0.9442248355084452,0.2972050873705771,0.07670834453233641,0.06929007305632107
glass,0.9240017714196423,0.0999999999999999,0.9660688849581556,0.1333333333333333,0.03333333333333341,0.04206711353851322
